,index,Valor real,Valor preditivo,porcentagem de acerto %
66,322,6462,5693.5073,86.50229758180383
67,324,3549,3075.6233,84.60875522801565
68,331,1336,1343.0884,99.47223287628901
69,334,3037,2617.8193,83.98741050201686
70,335,8434,7453.664,86.84759697673859
71,336,3919,3413.617,85.19508588613718
72,347,4120,3589.1777,85.21047702538938
73,348,2870,2458.2104,83.24840125416758
74,350,6276,5530.6094,86.52245034029364
75,354,24890,22196.479,87.8650954362922
76,361,5344,4686.022,85.9587080217898
77,368,2195,1858.5574,81.89764643092137
78,374,8715,7702.012,86.84775139613538
79,377,2457,2102.0754,83.11551746024814
80,380,2759,2368.875,83.53121207324152
81,382,4011,3488.847,85.03364900862591
82,389,6070,5327.6465,86.0660139931922
83,394,4345,3797.977,85.59699171678179
84,395,2760,2375.536,83.81568920252882
85,400,1902,1601.7788,81.2570131534064
86,409,1862,1564.7465,81.00308595384308
87,411,1669,1393.6127,80.23932080611573
88,415,21820,19445.54,87.78917401123087
89,417,9646,8541.492,87.06891268815554
90,428,19990,17812.516,87.7755370390026
91,440,1410,1343.0884,95.01807757816803
92,441,8776,7760.673,86.91702165704514
93,448,1302,1343.0884,96.94075389590442
94,451,10430,9238.564,87.10367229757227
95,457,3576,3100.996,84.68221526601205
96,458,1149,1343.0884,85.54909848417371
97,462,3850,3347.248,84.98014051888474
98,463,19200,17100.86,87.72494072392196
99,466,2004,1694.3373,81.72366722187756
100,468,3482,3022.4722,84.79629235626427
101,475,1127,1343.0884,83.91108267333661
102,481,2219,1885.0067,82.28158639034191
103,484,7507,6619.8916,86.5993515931875
104,488,1350,1343.0884,99.48539342590557
105,497,8123,7183.1807,86.91639010780527
106,501,2829,2432.126,83.68201206425867
107,510,8226,7272.3125,86.88604896998031
108,511,6299,5541.9795,86.3402506472702
109,512,3376,2915.3704,84.19996152866042
110,514,6033,5301.165,86.1948278247356
111,519,2348,1999.2804,82.55774401250939
112,533,6871,6049.262,86.41590057026099
113,534,23590,21023.088,87.79003292603993
114,543,2410,2056.8877,82.83268914038342
115,544,5670,4977.1626,86.07967112286008
116,550,3369,2912.2039,84.31441736422536
117,555,1431,1343.0884,93.4545170314599
118,562,4442,3876.1685,85.40229741712209
119,563,3764,3276.9243,85.13619368152152
120,564,5024,4388.388,85.51605305149343
121,566,12810,11357.059,87.20671030922055
122,568,9427,8342.117,86.99511421242548
123,569,4804,4195.9746,85.50931673260133
124,577,2807,2413.2825,83.68539389497313
125,578,9985,8837.111,87.01058944203035
126,583,1729,1446.2303,80.44781358865092
127,587,2087,1775.1147,82.4301355958778
128,591,15360,13652.703,87.49480700364968
129,593,8980,7938.382,86.87870921820571
130,595,10370,9204.347,87.33583858933835
131,604,3018,2602.0232,84.013332098567
132,606,1466,1343.0884,90.84858278694634
133,612,6509,5733.4673,86.47358262858538
134,618,3466,3002.4387,84.56050822618235
135,621,1123,1343.0884,83.61326161682078
136,622,2837,2439.156,83.68927640606347
137,624,1111,1343.0884,82.71979844727328
138,625,2015,1695.1694,81.13282601325515
139,626,11220,9944.809,87.17731573987841
140,638,14830,13190.704,87.57233968849837
141,648,2763,2375.1357,83.66980670101502
142,652,15110,13427.534,87.4700313713768
143,654,9549,8471.807,87.28496287663701
144,656,3320,2864.8496,84.11259044329742
145,669,13520,12010.098,87.42805939663403
146,674,2195,1869.2513,82.57330890862198
147,677,2554,2183.932,83.0549607423269
148,684,15490,13768.671,87.49821886034155
149,701,1356,1343.0884,99.03866184113181
150,705,1982,1674.8717,81.66257778752149
151,706,2586,2212.6433,83.12621434853654
152,709,2701,2325.3083,83.84336208771035
153,711,18810,16738.814,87.62645017259076
154,712,1613,1348.4666,80.3826467383108
155,713,2872,2462.3054,83.36134190489155
156,714,4391,3828.082,85.29503902594826
157,715,8590,7590.0107,86.82492961104433
158,716,987,1343.0884,73.48734569528239
159,719,19770,17609.844,87.73324578760105
160,731,1220,1343.0884,90.8354222373298
161,734,2947,2537.8813,83.87952010752696
162,736,2960,2546.9375,83.78199307992442
163,737,671,1343.0884,49.959482230531385
164,739,3874,3374.1636,85.18636056650035
165,743,2422,2071.5303,83.08160247250791
166,744,3764,3272.874,84.99404581277862
167,746,3607,3115.633,84.22898542843225
168,748,10430,9238.124,87.09828993918396
169,757,3416,2963.7817,84.74185005333761
170,759,2429,2073.7576,82.86962579132766
171,762,1795,1506.8334,80.87601250779835
172,764,1864,1566.3099,80.99417895941387
173,765,2040,1725.9933,81.80718798908322
174,766,8799,7780.6553,86.91183851777828
175,767,4191,3653.704,85.29448790864794
176,775,5349,4688.9507,85.92330436070255
177,783,2716,2318.4216,82.8513345524104
178,789,6186,5429.7817,86.07276870104683
179,790,2579,2213.8616,83.50671820186575
180,793,3302,2851.9226,84.21845700136328
181,795,1331,1343.0884,99.09995655564423
182,796,2919,2513.8352,83.8826031991511
183,800,7315,6452.536,86.63372278069563
184,810,5122,4487.105,85.8506760529386
185,838,13320,11839.508,87.49532319293785
186,851,4090,3570.3704,85.44605780116939
187,853,3661,3175.32,84.70453619840703
188,857,2397,2044.9135,82.78232521373208
189,867,8643,7640.3716,86.8772296320411
190,872,10760,9532.487,87.12284993331296
191,873,8475,7494.6094,86.91872283203553
192,884,3509,3041.2344,84.61921814230446
193,901,1439,1343.0884,92.85887491842821
194,907,5209,4561.4536,85.80394668854383
195,909,2846,2445.512,83.62355027550169
196,915,13380,11895.403,87.51957676666235
197,923,18090,16105.402,87.67744130887758
198,929,2293,1943.9825,82.04626594298749
199,934,1418,1343.0884,94.42243546513636
200,936,3145,2715.6611,84.19026357891526
201,939,16720,14875.621,87.60133177212401
202,954,2221,1887.4702,82.32926895835224
203,960,760,1343.0884,56.58600073800872
204,962,3774,3276.5635,84.81834620340183
205,967,14960,13296.752,87.49132079218711
206,969,3538,3059.962,84.37764588700904
207,972,5739,5036.0215,86.04099450715023
208,973,7175,6319.718,86.4664490215473
209,995,23680,21108.145,87.81581457838494
210,1004,3369,2922.909,84.73811280851069
211,1012,1866,1567.2162,80.93537981257353
212,1020,9627,8533.674,87.18809514055188
213,1022,942,1343.0884,70.13685880947924
214,1024,3577,3103.7842,84.75358488488251
215,1028,760,1343.0884,56.58600073800872
216,1036,12390,10996.674,87.3295671613771
217,1040,4737,4140.0703,85.58165339130338
218,1048,7781,6861.7266,86.60288443255786
219,1049,4703,4111.5996,85.61629422095167
220,1058,16820,14957.553,87.54844927710145
221,1072,21130,18824.66,87.75361773006776
222,1075,3267,2817.6606,84.0527511238493
223,1080,7223,6376.011,86.71600881937309
224,1082,1231,1343.0884,91.65443014274834
225,1086,4239,3685.8464,84.99249564174931
226,1088,11150,9875.282,87.09183449958758
227,1091,2637,2266.3833,83.64721893728242
228,1094,12080,10717.882,87.29116270441367
229,1101,6739,5933.236,86.4194820178011
230,1107,5667,4985.7383,86.335790602727
231,1112,1234,1343.0884,91.87779593513521
232,1114,12520,11121.737,87.42765939343693
233,1116,1952,1638.4023,80.85954543178735
234,1117,1413,1343.0884,94.79471178578116
235,1118,4296,3747.7253,85.37046853224706
236,1123,8336,7360.6885,86.7497242066006
237,1126,22720,20261.242,87.86472324970819
238,1128,13750,12210.988,87.39650155005754
239,1147,9829,8709.658,87.14826953285741
240,1149,2984,2568.1633,83.80801310214079
241,1150,1535,1343.0884,85.71116956204818
242,1152,6838,6014.4023,86.30624276232768
243,1154,6138,5396.7886,86.26569457765818
244,1160,1956,1650.4081,81.48385708642283
245,1161,4731,4143.473,85.82042564354025
246,1165,4834,4220.4214,85.46167415386243
247,1167,5924,5196.117,85.99179375224588
248,1180,8020,7078.2173,86.69463401725793
249,1185,3188,2757.8809,84.40399848445684
250,1188,1457,1343.0884,91.51868016410695
251,1193,1549,1343.0884,84.66879586424274
252,1195,4297,3743.959,85.22844352908096
253,1199,1435,1343.0884,93.15669597494404
254,1200,3192,2751.2568,83.98029735699627
255,1204,4585,4009.2998,85.64087937151979
256,1213,30660,27349.477,87.89547788991621
257,1216,3603,3124.9775,84.70317130404375
258,1225,6520,5735.896,86.32987759122133
259,1228,1564,1343.0884,83.55196690230838
260,1230,10470,9271.151,87.06904261044134
261,1232,4120,3588.5505,85.19041441955797
262,1253,25510,22732.445,87.78154022008053
263,1255,9410,8334.849,87.10052918111961
264,1258,3782,3278.7502,84.65117137974383
265,1261,2138,1812.9905,82.0732913197385
266,1262,16630,14786.971,87.53612667613181
267,1267,1528,1343.0884,86.23235641095089
268,1269,8003,7063.5825,86.7005520517216
269,1271,3317,2866.5586,84.28633528607774
270,1285,3730,3233.692,84.6519668027713
271,1292,2942,2534.5396,83.92368944910906
272,1293,10610,9398.961,87.11518144874724
273,1305,2069,1748.0929,81.64244558645348
274,1319,4202,3657.5664,85.11486783070626
275,1322,5162,4513.8916,85.64191487865693
276,1324,6056,5312.5176,86.0050830714163
277,1327,2777,2385.7153,83.5988534459557
278,1339,3506,3038.46,84.61259832042536
279,1348,2121,1804.7028,82.47372096759193
280,1356,796,1343.0884,59.266390246651234
281,1358,2540,2181.86,83.58557034156927
282,1359,4093,3561.5813,85.079136018972
283,1360,11120,9860.344,87.22502701794753
284,1364,1979,1672.0826,81.64460590868497
285,1369,20350,18123.812,87.71678144430153
286,1377,4859,4252.6934,85.74299651094275
287,1378,10110,8960.087,87.16627308455283
288,1381,16480,14658.93,87.57705813915686
289,1382,2905,2500.2212,83.81028006701752
290,1393,3445,2981.1577,84.44086728968779
291,1404,1496,1343.0884,88.61492486307756
292,1413,1929,1627.6545,81.48590801114706
293,1417,2503,2139.1492,82.9908621991325
294,1419,3330,2874.3796,84.14891494504717
295,1425,4503,3934.6313,85.55471651283642
296,1430,1303,1343.0884,97.01520916003338
297,1444,32750,29218.174,87.9122282157302
298,1453,6159,5413.6865,86.23279214014681
299,1459,2112,1797.7,82.51654573260456
300,1466,4571,3983.0938,85.23995951639351
301,1471,5193,4548.353,85.82680436675064
302,1483,2240,1901.5822,82.20335387094462
303,1485,2830,2426.4736,83.36984330961896
304,1492,1243,1343.0884,92.54789331229586
305,1495,2791,2397.9368,83.60827367358556
306,1499,1953,1655.8649,82.05559296844159
307,1501,5148,4507.549,85.79158659626971
308,1508,2102,1781.7789,82.02801347434318
309,1510,1602,1343.0884,80.72266686540792
310,1512,2978,2566.0537,83.94631073750998
311,1515,1915,1608.5406,80.94798843302031
312,1522,1117,1343.0884,83.16653003204702
313,1523,9377,8296.244,86.97295015605
314,1525,1890,1590.8844,81.19815615162833
315,1526,3961,3436.4912,84.7370833542912
316,1527,1254,1343.0884,93.3669012177144
317,1530,3308,2859.7488,84.32550355652792
318,1537,12440,11047.138,87.39164530122119
319,1541,3631,3146.86,84.61514411027422
320,1545,2173,1847.0614,82.35366737718877
321,1551,3039,2613.413,83.71528342180048
322,1558,1108,1343.0884,82.4964326548864
323,1574,2035,1726.8317,82.15411836602114
324,1578,10080,8927.49,87.09032734432685
325,1584,2721,2336.863,83.56185378473057
326,1585,12300,10901.123,87.16758863183355
327,1591,1688,1408.8788,80.18841514581901
328,1592,6602,5815.3,86.47188929660395
329,1594,931,1343.0884,69.31785090406069
330,1609,4381,3820.4365,85.32724014327755
331,1611,3435,2970.8071,84.37485669880394
332,1613,1507,1343.0884,87.79591695765903
333,1615,4184,3634.8828,84.89312542314596
334,1622,1731,1451.0068,80.70352550189087
335,1624,3278,2844.6729,84.76706563289042
336,1629,7571,6675.4204,86.58392228778311
337,1632,16190,14409.113,87.64055300288744
338,1633,9467,8374.395,86.95302132383638
339,1634,6125,5388.595,86.33401181948675
340,1639,12480,11081.83,87.38322179623634
341,1642,2690,2309.3093,83.51495533691914
342,1647,1264,1343.0884,94.11145385900397
343,1650,1389,1343.0884,96.58163812487616
344,1666,2222,1895.7023,82.78750125647207
345,1671,6988,6161.325,86.58284089084553
346,1674,3008,2590.0112,83.86150744776498
347,1676,5057,4440.3076,86.1114941580756
348,1678,997,1343.0884,74.23189833657197
349,1685,1715,1433.9224,80.39798779094573
350,1686,1721,1439.2804,80.42635713155879
351,1687,9808,8686.144,87.0845279237057
352,1699,32040,28626.998,88.07768125901147
353,1700,14210,12621.211,87.41175414651055
354,1704,3710,3218.335,84.72299978000804
355,1707,5611,4918.7134,85.92545310603785
356,1708,5640,4951.3354,86.09133721913527
357,1718,3670,3179.4578,84.57151272984326
358,1727,3563,3090.5635,84.71357967502513
359,1730,10340,9165.227,87.1822760791681
360,1735,6501,5721.51,86.37614429921625
361,1743,20250,18035.918,87.72404024521381
362,1747,4741,4153.2974,85.84973371002637
363,1748,11810,10479.512,87.30390960039213
364,1749,1864,1556.4222,80.23815449014921
365,1754,3147,2711.5513,83.94097373847455
366,1757,1517,1343.0884,87.05136431636944
367,1758,20110,17896.193,87.62973445710291
368,1763,4608,4020.6182,85.39075803846043
369,1764,17830,15857.635,87.56204652505588
370,1775,1667,1398.5267,80.80313660153145
371,1777,2964,2551.925,83.85238816629412
372,1782,1891,1588.7136,80.9728844413512
373,1783,4305,3751.92,85.25874513204958
374,1785,5060,4435.8105,85.9284014380475
375,1792,1462,1343.0884,91.14640384346218
376,1797,18520,16495.639,87.72789966855585
377,1801,4989,4366.1963,85.73578305451707
378,1803,2519,2157.1218,83.22402706061669
379,1810,4269,3731.6006,85.5986887747932
380,1812,9721,8614.557,87.1561195133691
381,1813,4693,4100.6045,85.55345903412201
382,1814,942,1343.0884,70.13685880947924
383,1823,922,1343.0884,68.64775352690006
384,1825,1538,1343.0884,85.4878037696613
385,1827,8743,7736.873,86.9956900283974
386,1837,4953,4342.9805,85.95389650864406
387,1845,16700,14865.166,87.65682144117073
388,1853,1739,1455.7605,80.54353704932001
389,1855,1650,1367.2493,79.31973787612809
390,1871,7051,6221.733,86.67144504885339
391,1882,2307,1967.0406,82.71721783242234
392,1884,1388,1343.0884,96.65609338900512
393,1897,13310,11813.108,87.32855442382557
394,1900,6029,5298.8413,86.22040840849363
395,1903,1642,1367.9553,79.9668400514354
396,1906,8072,7131.0767,86.80531167052223
397,1911,2288,1949.3555,82.62787179255963
398,1917,6860,6027.8984,86.19582643723001
399,1921,1359,1343.0884,98.81529604874493
400,1936,1482,1343.0884,89.657298560883
401,1943,7610,6720.292,86.76087275899906
402,1945,4438,3870.3423,85.33313921559697
403,1959,2998,2580.8398,83.83626332876743
404,1963,9073,8030.0283,87.01160645910511
405,1972,802,1343.0884,59.713121831425
406,1975,16270,14463.227,87.50781210753782
407,1976,16890,15024.578,87.58419797560873
408,1979,1592,1344.8293,81.62066770132495
409,1985,5487,4814.415,86.02976778112443
410,1986,3121,2683.0872,83.67876941835364
411,1987,8977,7937.779,86.90790942321107
412,2003,4516,3944.7332,85.51823853836953
413,2033,5441,4780.688,86.18792915711396
414,2036,1164,1343.0884,86.6659274461081
415,2042,1305,1343.0884,97.1641196882913
416,2044,1021,1343.0884,76.01882467566699
417,2049,16700,14867.348,87.67330672475677
418,2053,1727,1441.1643,80.16633550787404
419,2054,1564,1343.0884,83.55196690230838
420,2060,1780,1494.3348,80.88345706044255
421,2063,4515,3942.082,85.4666147429628
422,2079,960,1343.0884,71.47705356380048
423,2091,3485,3021.0398,84.64236698046797
424,2093,720,1343.0884,53.607790172850365
425,2096,2087,1766.4816,81.85554615822785
426,2099,1053,1343.0884,78.40139312779367
427,2112,5145,4497.3745,85.59992087397346
428,2123,6193,5435.792,86.06995983472538
429,2132,10250,9078.227,87.09248519594874
430,2133,4606,4025.1973,85.57082557580398
431,2134,8443,7462.458,86.86033487677969
432,2135,1582,1343.0884,82.21177214798712
433,2139,16850,14998.118,87.65257203817171
434,2144,5386,4731.712,86.17227553535167
435,2147,8208,7258.4155,86.91746884593483
436,2149,843,1343.0884,62.765787660712306
437,2152,4927,4313.0674,85.76575409802287
438,2153,1944,1646.9457,81.96332003362936
439,2158,2600,2222.0266,82.9897001797851
440,2163,3324,2870.1409,84.18686916244395
441,2170,5256,4603.566,85.82763680031921
442,2175,12460,11064.338,87.38594100097423
443,2177,17330,15417.633,87.59623341172369
444,2182,54430,48658.32,88.13834992570162
445,2191,10810,9584.691,87.21598284373559
446,2193,3164,2732.3262,84.20123363863352
447,2194,2562,2192.4512,83.14448992681743
448,2211,897,1343.0884,66.78637192367609
449,2212,3773,3271.985,84.68773921245338
450,2217,6973,6157.8364,86.76217557832693
451,2219,13750,12222.019,87.49812530167962
452,2227,7808,6897.2993,86.79627138367746
453,2238,2994,2586.074,84.22604962596859
454,2243,1726,1443.6628,80.44299887557472
455,2249,1151,1343.0884,85.69800901243163
456,2255,995,1343.0884,74.08298780831404
457,2260,3088,2660.7446,83.94226313746684
458,2261,2541,2167.0886,82.74591205100718
459,2264,1516,1343.0884,87.12581958049839
460,2273,2689,2309.196,83.55254609441467
461,2277,2182,1847.2262,81.8769458562534
462,2280,8388,7420.3057,86.95883458515506
463,2282,1351,1343.0884,99.4109381617766
464,2289,7005,6171.416,86.49282462461608
465,2299,18830,16760.662,87.65360295958997
466,2300,7200,6347.0,86.56057980148103
467,2302,11450,10161.398,87.31865923351162
468,2304,2607,2232.4026,83.21998844915655
469,2315,15230,13540.078,87.51911281900378
470,2316,1946,1650.0726,82.06579744100102
471,2317,2771,2382.2192,83.6798916123584
472,2320,15150,13478.488,87.59867068271114
473,2330,3168,2736.352,84.22542343937391
474,2332,1784,1497.878,80.89818140359202
475,2333,2186,1851.2198,81.9156999848271
476,2340,2084,1766.4637,82.0241849989541
477,2346,3258,2821.4094,84.52579861381821
478,2349,4149,3607.8594,85.00106105161042
479,2355,3993,3485.3008,85.43313043507499
480,2358,9941,8809.527,87.15626148714173
481,2365,9077,8017.7007,86.78799124325201
482,2367,3541,3070.7397,84.68576653216991
483,2370,1468,1343.0884,90.69967225868842
484,2374,2361,2012.5502,82.68615440548206
485,2378,12150,10787.997,87.37483037110201
486,2387,3563,3089.6235,84.67850663819434
487,2390,4887,4276.1426,85.71475551353463
488,2405,1742,1460.1512,80.69729037828597
489,2407,1125,1343.0884,83.7621721450787
490,2418,5026,4401.661,85.81583524153369
491,2419,5751,5048.32,86.0809100800187
492,2421,2980,2565.2202,83.83063634240406
493,2436,8497,7498.408,86.6826162323514
494,2437,3683,3204.6372,85.07279413971789
495,2442,5323,4665.9556,85.91833067755057
496,2447,10910,9665.724,87.12691967558932
497,2453,8363,7385.336,86.76209084090833
498,2455,2017,1713.5665,82.29228532042339
499,2477,4358,3802.4211,85.38881316430982
500,2483,1287,1343.0884,95.82392493397003
501,2487,7481,6599.8965,86.64973734495717
502,2488,6495,5717.2207,86.3958497098097
503,2494,1981,1678.9816,82.01180772413291
504,2509,1606,1344.1058,80.51536134826216
505,2514,7854,6931.75,86.69527896995707
506,2515,18020,16037.172,87.63604867207921
507,2516,6893,6076.925,86.5709183256141
508,2518,1319,1343.0884,98.20649338609671
509,2523,4129,3605.5913,85.48341598897437
510,2526,2903,2497.2056,83.75005890373166
511,2529,2622,2246.6145,83.29105871432199
512,2538,4103,3571.7205,85.12538853147834
513,2544,1734,1439.9783,79.58151630909416
514,2545,1521,1343.0884,86.7535432598536
515,2546,2696,2311.235,83.35241225167609
516,2547,887,1343.0884,66.0418192823865
517,2548,5517,4832.953,85.84619264230915
518,2550,2723,2338.6187,83.56374403877156
519,2553,13490,11979.469,87.39066580060155
520,2554,8515,7519.108,86.7551829054272
521,2562,3549,3072.7322,84.50018437282768
522,2565,1193,1343.0884,88.8251301058479
523,2575,1963,1654.8339,81.37782017186129
524,2576,20160,17958.39,87.74049734760128
525,2595,2478,2118.3162,83.02029487739642
526,2606,4771,4171.269,85.62233816967095
527,2619,25180,22441.7,87.79815755233831
528,2621,10040,8893.87,87.11326039495908
529,2622,3148,2714.6018,84.03455739625716
530,2625,2624,2236.0195,82.6486100265364
531,2635,935,1343.0884,69.61567196057652
532,2644,5370,4714.7676,86.10255095256304
533,2646,6587,5802.38,86.47761551235796
534,2647,16400,14576.229,87.48804272367158
535,2652,5258,4600.46,85.70708049530545
536,2658,4194,3660.1636,85.41495714723088
537,2681,1837,1545.2129,81.11670494432781
538,2697,20250,18038.16,87.73799642208175
539,2706,17940,15961.714,87.60605440447556
540,2709,10530,9320.683,87.0254418857424
541,2711,6308,5547.0044,86.28096263599485
542,2713,12920,11465.456,87.31368435433644
543,2718,1433,1343.0884,93.30560650320197
544,2726,2404,2042.0131,82.27303510945698
545,2732,1758,1472.9061,80.64412479082834
546,2735,2508,2145.8523,83.12336287380349
547,2767,4175,3641.8564,85.3606652899864
548,2777,1714,1432.6272,80.35966347201733
549,2783,4372,3809.4731,85.23347365563411
550,2789,9662,8560.204,87.12885948319399
551,2790,8675,7665.699,86.83354574125097
552,2802,2767,2371.3096,83.31342163666322
553,2805,1117,1343.0884,83.16653003204702
554,2832,9819,8683.72,86.92633676367043
555,2842,10410,9226.429,87.1719456558589
556,2847,2095,1770.4985,81.67174621157696
557,2859,222100,198740.31,88.24612520421593
558,2864,2557,2190.5974,83.27385096571408
559,2867,2874,2463.138,83.31956753351393
560,2881,1575,1343.0884,82.73295899688982
561,2889,4522,3944.1826,85.35013616523347
562,2896,4354,3797.9697,85.35980238208067
563,2900,8156,7207.94,86.84700391095677
564,2903,6707,5905.8877,86.43536169298744
565,2911,3514,3040.1633,84.41410482016114
566,2916,9695,8578.731,86.9879531513084
567,2921,2318,1972.643,82.49267275379519
568,2924,1021,1343.0884,76.01882467566699
569,2927,10920,9676.527,87.14959807297862
570,2928,95610,85520.18,88.2018251722935
571,2931,1620,1356.6742,80.5903431521409
572,2936,4288,3738.6543,85.30632523086777
573,2941,18160,16177.793,87.74735815275328
574,2945,1455,1343.0884,91.66759069236488
575,2949,2649,2260.9744,82.83812321218416
576,2950,1259,1343.0884,93.73917753835919
577,2955,8721,7710.795,86.89882057089709
578,2961,1792,1509.0786,81.25204451055185
579,2964,5109,4466.2417,85.60851955473696
580,2969,1874,1577.3441,81.19269722185398
581,2974,1858,1566.681,81.40534262575979
582,2977,4470,3899.1348,85.35918174955681
583,2985,2424,2074.693,83.16344320031331
584,2990,4215,3667.2505,85.06375516291862
585,2998,4127,3591.2124,85.08059291322962
586,2999,5396,4727.5933,85.8615853505501
587,3002,2126,1802.017,82.02108870113058
588,3006,1182,1343.0884,88.00612220042935
589,3013,7626,6715.5376,86.44244948220519
590,3025,2688,2304.708,83.36917340989763
591,3027,14170,12584.629,87.40232147041979
592,3038,10060,8908.236,87.07080021846005
593,3040,2690,2316.1934,83.8611643059944
594,3045,2324,1987.4584,83.06673335274624
595,3051,1111,1343.0884,82.71979844727328
596,3056,4112,3581.9304,85.20156681073425
597,3059,3478,3014.4128,84.62097985467767
598,3060,21930,19535.602,87.74341076808088
599,3061,8314,7349.0063,86.86905947970087
600,3062,11190,9917.139,87.16503448988936
601,3066,9564,8457.254,86.91364707719012
602,3068,1936,1632.4778,81.40726814662516
603,3069,3077,2650.5488,83.91083509385217
604,3070,10200,9029.004,87.0307277977871
605,3071,9371,8300.661,87.10537811311858
606,3077,9149,8100.502,87.05638177803894
607,3079,4677,4095.6152,85.80470253295852
608,3082,7661,6759.9307,86.67043523496754
609,3083,1477,1343.0884,90.02957488152778
610,3098,5795,5088.6763,86.11969610450747
611,3100,3723,3232.9644,84.84252869344738
612,3104,17290,15389.941,87.65389325668018
613,3106,2822,2433.1719,84.01970164972418
614,3108,1751,1458.1964,79.92015433368674
615,3110,8098,7151.827,86.77019407873672
616,3116,6914,6086.006,86.39511430391507
617,3122,817,1343.0884,60.82995079335938
618,3124,3845,3343.9648,85.01673373790236
619,3125,9358,8283.773,87.03215906851025
620,3127,1253,1343.0884,93.29244595358543
621,3133,21090,18787.652,87.74542122600053
622,3141,1792,1505.9585,81.00601678942662
623,3144,12550,11150.504,87.44903274760915
624,3146,1043,1343.0884,77.65684048650408
625,3151,8652,7642.8223,86.79574508864398
626,3153,6101,5354.1846,86.05174289604456
627,3156,4061,3537.2288,85.19261049237087
628,3157,1750,1468.6643,80.84411174920612
629,3169,2145,1821.2701,82.22504992511652
630,3171,3727,3240.4795,84.98615686396238
631,3172,2339,1988.6472,82.38235619450694
632,3174,6584,5792.494,86.33566404799853
633,3176,1678,1400.584,80.19283250987661
634,3178,1588,1343.0884,81.76504056321336
635,3190,9678,8568.2705,87.04838402130682
636,3192,5614,4929.917,86.1238432838408
637,3195,2139,1820.4327,82.50046519861718
638,3196,2827,2422.998,83.32636076013141
639,3207,3281,2844.0312,84.6355854915448
640,3233,1766,1479.4006,80.62733254945644
641,3236,997,1343.0884,74.23189833657197
642,3244,13560,12048.895,87.45855509955042
643,3257,998,1343.0884,74.30635360070093
644,3258,1052,1343.0884,78.3269378636647
645,3259,13180,11703.152,87.38077047216512
646,3260,5901,5175.106,85.97334916432963
647,3261,7350,6478.0176,86.53936314066955
648,3295,3650,3167.3801,84.76280541953349
649,3296,3369,2915.0745,84.42833818182277
650,3305,1889,1598.0653,81.79456803197776
651,3316,5035,4411.296,85.86120460013986
652,3323,917,1343.0884,68.27547720625526
653,3332,2450,2094.3313,83.01755307907169
654,3342,3201,2767.0454,84.31704126535296
