,Amostra existente,Predição,porcentagem de acerto %
6887,0.24,0.2439929,98.36352001571262
3443,0.58,0.5461154,93.79534038193047
8389,0.17,0.17181636,98.9428457865429
3037,0.66,0.6877977,95.95844473132802
14631,0.03,0.024588916,77.99381050359995
4762,0.4,0.40939087,97.70613672189562
15393,0.02,0.024588916,81.3374596642667
2942,0.69,0.755963,91.27430508111082
8646,0.16,0.15904947,99.40236596194228
2021,1.02,1.0221713,99.78758364535977
13724,0.04,0.048458945,82.5440999488088
4991,0.38,0.40392426,94.07704385798773
2941,0.69,0.64886373,93.66026099089235
1387,1.39,1.5352607,90.5383704877045
7614,0.2,0.1999733,99.98664826723673
5257,0.35,0.33047748,94.09263102913667
2665,0.77,0.73828644,95.70443626396099
10360,0.11,0.109691985,99.71920004124269
7853,0.19,0.19664823,96.61922949882165
1358,1.42,1.3450547,94.42808892597864
570,2.66,2.4433787,91.13435366134372
4058,0.49,0.4637772,94.34582275640557
8027,0.18,0.18663049,96.44726457456389
9687,0.12,0.11235789,93.19842357186184
4109,0.48,0.5012351,95.7634398935468
6813,0.24,0.25796548,93.03570553444274
302,3.97,3.8709633,97.44154990913091
6801,0.24,0.23082277,96.02412355536585
5504,0.33,0.31634167,95.68241145622589
383,3.46,3.5071645,98.65519628195946
9938,0.12,0.103244305,83.77082842614274
10115,0.11,0.105436735,95.67203484526246
5598,0.32,0.328679,97.35943108835662
2499,0.83,0.88253915,94.04681900915473
3479,0.58,0.5631146,97.00142439874276
5586,0.32,0.32521045,98.39782145793554
2995,0.67,0.6956007,96.31962864869223
577,2.65,2.5730739,97.01034093526711
9295,0.14,0.12602988,88.91523083875303
7196,0.22,0.2112247,95.8455167353907
12538,0.06,0.06447273,93.06260545731074
3765,0.53,0.5232959,98.7188661519494
245,4.46,4.251802,95.10329893149631
5817,0.31,0.30994824,99.98329906615653
2913,0.7,0.7070861,98.99784673878371
12835,0.06,0.0533411,87.51638433893491
6788,0.24,0.24465737,98.09637146181927
4183,0.47,0.48791805,96.32765192223977
8554,0.16,0.15917467,99.48149148790151
5019,0.38,0.38341346,99.10971727574676
2088,0.99,0.9468379,95.44144802013233
472,3.0,2.8896267,96.1803627780359
11549,0.08,0.07818356,97.67670031886043
8558,0.16,0.1443011,89.12073555618134
12702,0.06,0.05482189,90.55466681851809
14689,0.03,0.036676817,81.79553938008145
1351,1.42,1.4262236,99.56362834566376
3475,0.58,0.5577496,96.01068834086422
6421,0.26,0.27493754,94.56693317440931
983,1.78,1.7434047,97.90093183885196
3384,0.59,0.5900275,99.99533731574816
977,1.79,1.864697,95.99414916509251
7810,0.19,0.20069787,94.66966484876015
3452,0.58,0.5817605,99.697379656122
11437,0.08,0.07844075,98.01219151836807
13811,0.04,0.044974785,88.93872363117603
5258,0.35,0.3282152,93.36265121230902
4095,0.48,0.48286858,99.40592904215744
79,8.38,6.891768,78.40565692376403
6842,0.24,0.23623508,98.40628334443922
8641,0.16,0.14622352,90.5784752184218
4934,0.39,0.38977423,99.94207752128601
7098,0.23,0.23113376,99.50947926146424
4866,0.39,0.39302546,99.23021326009767
12193,0.07,0.07029145,99.58536621300928
11772,0.07,0.06723931,95.89422725856916
11481,0.08,0.067539684,81.55111972688873
13695,0.04,0.036676817,90.93928082655806
7527,0.2,0.19783771,98.90703869586517
6622,0.25,0.2648863,94.3801206758378
10439,0.1,0.10244851,97.61001093349535
5999,0.29,0.32765976,88.50644448642527
626,2.47,2.503518,98.66115988966638
44,12.12,12.426326,97.53486426307029
482,2.96,3.0112145,98.29920801738787
567,2.67,2.6969905,98.99923673961045
640,2.42,2.537986,95.35119428355902
7860,0.19,0.19317023,98.35883899599142
3393,0.59,0.6280001,93.94903253036965
3235,0.62,0.6362458,97.44661772667456
1982,1.04,1.0335212,99.37313092660456
13457,0.05,0.044974785,88.82659546102995
11470,0.08,0.08002208,99.97240545075586
6685,0.25,0.25420752,98.34484768615027
14367,0.03,0.040362533,74.32635574381837
2214,0.93,0.9050111,97.23883142874135
4332,0.45,0.46949437,95.84779419227978
12315,0.06,0.06393885,93.83966280912921
10240,0.11,0.10244851,92.62898797315513
11428,0.08,0.07818356,97.67670031886043
4435,0.44,0.41679886,94.43349241057616
8286,0.17,0.16582134,97.48002503935538
9855,0.12,0.11076121,91.65882202737797
9768,0.12,0.11936022,99.4639951491418
3983,0.5,0.49499142,98.98814846461794
4510,0.43,0.54814416,78.44651645389527
13748,0.04,0.034711603,84.76475744071175
3315,0.61,0.6254324,97.53252745112128
11,23.21,22.124668,95.09447159745021
3256,0.62,0.61921906,99.87388384305672
5650,0.32,0.33387282,95.84487748856034
2136,0.96,0.892622,92.45167535273116
8245,0.17,0.15933628,93.3074150202981
14181,0.03,0.045046233,66.59824416230028
15732,0.02,0.017843975,87.91734871023331
11965,0.07,0.08194751,85.42053016831187
9136,0.14,0.13203019,93.96364496575546
15883,0.02,0.023535715,84.97723415852033
1316,1.45,1.3791837,94.86534298877794
